text,hashtags,user_mentions,date,sentiment_scores,sentiment
JOBS FOR INTERNATIONAL STUDENTS IN AUSTRALIA AND NOT ONLYWatch this Lady Speaking about Opportunities for Finding Job in Australia.,"backpacking, nomadlife, digitalnomads, nomadlist, workandtravel, RTW, 2018, Australia, Jobs, Tips",,2018-03-06T16:20:17.000Z,"{'neg': 0.000, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3818}",neutral
There are numerous job opportunities in Australia for international students. Attend the #AustralianEducation exhibition to know more about Australian unis. Register to attend here >,AustralianEducation,,2018-04-09T18:52:19.000Z,"{'neg': 0.000, 'neu': 0.902, 'pos': 0.098, 'compound': 0.3818}",neutral
Group 11 is Sex Advisor a service for international students in Australia #sextechoz,sextechoz,,2018-03-25T03:59:23.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
10 full fee-waiver scholarships for international students In Australia,,,2018-04-08T19:16:38.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Australia: Housing contracts exploit vulnerable international students - report,"AusPol, HigherEd",,2018-03-27T04:00:01.000Z,"{'neg': 0.320, 'neu': 0.680, 'pos': 0.000, 'compound': -0.3182}",negative
.@PeterDutton_MP: International students are counted in the net migration figure each year - which adds well over $20b to Australia's economy. MORE:,,@PeterDutton_MP:,2018-02-22T02:54:49.000Z,"{'neg': 0.000, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2732}",neutral
Which Plant Where is offering a Ph.D. Scholarship Opportunity in Green Accounting for Domestic as well as International students to study in Australia.,"STEMGigs, WomenInSTEMhttp://ow.ly/w5IJ30iAwOV",,2018-02-26T15:00:51.000Z,"{'neg': 0.000, 'neu': 0.811, 'pos': 0.189, 'compound': 0.5994}",neutral
Early March Monash University AustraliaInternational students can apply for a place anytime throughout the year. Teaching starts:Semester one: early MarchSemester two: mid-July#MonashUniversity,MonashUniversity,,2018-02-25T11:46:05.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Selamat Tahun Baru Cina!! Welcome to Australia new Malaysian International Students!We wish you good fortune in your studies @MonashUni Pharmacy & Pharmaceutical Science. Wonderful to welcome parents during #LunarNewYear celebrations!,LunarNewYear,@MonashUni,2018-02-18T03:33:12.000Z,"{'neg': 0.000, 'neu': 0.603, 'pos': 0.397, 'compound': 0.9474}",positive
Australia: Working and earning PR is going to be a whole new ball game for new crop of international students,"AusPol, 458Visa, 457Visa",,2018-03-05T17:30:01.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Visit  or call on / .,"studyabroad, education, travel, study, studygram, abroad, travelgram, uk, usa, canada, australia, singapore, newzealand, countries, freecounseling, overseas, international, students, abroadstudies",,2018-02-26T10:22:20.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Fully funded postgraduate scholarships for International students at University of Adelaide in Australia, 2018",,,2018-03-02T11:03:15.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
What types of support services are available for international students?,"ATMC, ATMC_Social, Jon-in-Australia, Jobs, employment, EnglishColleges, Education, StudyAbroad, Study_in_Australia, Study, Australia, Sydney, Melbourne",,2018-02-16T05:18:05.000Z,"{'neg': 0.000, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",neutral
The struggle of international students in Australia  #Education,Education,,2017-12-05T02:51:06.000Z,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.000, 'compound': -0.3182}",negative
"We would like to introduce our new international students, traveling from Australia, Peru, Saudi Arabia and the Netherlands. Welcome to the Pioneer family!",,,2018-01-18T16:47:40.000Z,"{'neg': 0.000, 'neu': 0.784, 'pos': 0.216, 'compound': 0.6996}",neutral
ANU Deep Human History Laureate PhD Scholarships for International Students in Australia - Published on ILMNAMA -,,,2017-11-17T21:12:26.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
CQUniversity Scholarship for International Students in Australia 2018 -,,,2018-01-29T07:51:31.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Waorld is moving ahead rather than Australia. (Bloody cheaters) unbelievable, how they are giving false promises to inter students. They ruined lives including (students/485) visa holders.Citizens are allowed but not students",,"@ScottMorrisonMP, @JoshFrydenberg, @nypost, @SBSPunjabi",2021-12-03T13:52:18.000Z,"{'neg': 0.166, 'neu': 0.697, 'pos': 0.137, 'compound': -0.2617}",negative
"AIM Excellence Scholarships for International Students in #Australia, 2018  #myscholarshipengine","Australia,, myscholarshipengine",,2018-01-22T13:07:13.000Z,"{'neg': 0.000, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",positive
"Swinburne Welcome Scholarships for International Students in #Australia, 2018  #myscholarshipengine","Australia,, myscholarshipengine",,2018-01-22T15:04:14.000Z,"{'neg': 0.000, 'neu': 0.750, 'pos': 0.250, 'compound': 0.4588}",positive
"@GabyRamia was also interviewed on ABC RN Breakfast this morning, talking about the paper and the issues faced by Australia's international students",,@GabyRamia,2024-07-03T05:06:36.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Adelaide Undergraduate & Masters Scholarships for International Students 2018 in Australia,,,2017-12-30T07:50:05.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"AFIRC Research Fellowship for International Students in Australia, 2018 Scholarship",,,2017-10-17T05:47:16.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Tuition Fee Scholarships for International Students in Australia, 2018 Scholarship",,,2017-10-18T07:00:21.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Employability is a big challenge for international students in Australia - how can govt address and support?,"studyqueensland, qislf, ismp",,2017-10-26T04:42:27.000Z,"{'neg': 0.000, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4588}",neutral
"Beautiful day to be in Hobart, presenting ""Time to talk about it: mental health issues among international students in Australia"" #AIEC2017",AIEC2017,,2017-10-12T22:44:46.000Z,"{'neg': 0.000, 'neu': 0.837, 'pos': 0.163, 'compound': 0.5994}",neutral
"JMC Academy Scholarship for International Students, Australia APPLY NOW  via @mindhoarde",,@mindhoarde,2017-09-07T14:54:28.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
International students in Australia are increasing year on year. Find out what this means for #studenthousing,studenthousing,,2017-10-12T01:00:21.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Bond University Scholarships for International Students in Australia, 2018",,,2017-11-08T02:13:09.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Federation University Tuition Fee Scholarships for International Students in #Australia, 2018  #myscholarshipengine","Australia,, myscholarshipengine",,2017-10-25T13:13:08.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Int students are already tried and their one year has been ruined. Still there is no update regarding aus borders.They allow everyone except tep visa holders.but aus govt don't realise the situation,they just need students money nothing else  #letusAus",letusAus,"@ScottMorrisonMP, @SBSPunjabi",2020-11-21T07:35:32.000Z,"{'neg': 0.123, 'neu': 0.833, 'pos': 0.044, 'compound': -0.5267}",negative
"What does it cost international students to give birth in Australia? Jane Middleton's research estimates $4,000-8,000. #evidence4equity",evidence4equity,,2017-07-31T01:09:07.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
QUEX PhD Scholarships for International Students in Australia - Published on ILMNAMA -,,,2017-08-19T22:14:43.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
54% of international students in Australia enrolled for higher education in March 2017.,"study, abroad",,2017-06-29T14:53:03.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"International students, read our career advice to find out how to get a job in Australia or overseas.",,,2017-08-17T05:23:01.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
2017 Scholarship in Chemistry for International Students in Australia,,,2017-07-09T07:50:11.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"University of New South Wales Scholarships for International Students in Australia, 2018",,,2017-07-27T19:50:32.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
New Undergraduate FREE Scholarships for International Students in Australia,,,2017-08-19T19:23:54.000Z,"{'neg': 0.000, 'neu': 0.665, 'pos': 0.335, 'compound': 0.6166}",positive
"Adelaide Institute of Business & Technology Scholarships for International Students in Australia, 2017",,,2017-07-27T19:50:25.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
CHILLIGOE CAVES | Adventure and surprise for touring international students  #Australia,Australia,,2017-04-19T08:45:15.000Z,"{'neg': 0.000, 'neu': 0.672, 'pos': 0.328, 'compound': 0.5267}",positive
"New #ICEFMonitor shows U.S. ranking in as #3 most welcoming to international students, with Australia and Canada in the lead! #highered","ICEFMonitor, 3, highered",,2017-05-10T16:53:40.000Z,"{'neg': 0.000, 'neu': 0.852, 'pos': 0.148, 'compound': 0.5400}",neutral
Survey finds prospective #students put the emphasis on welcome and teaching quality  #studyabroad @Hobsons,"students, studyabroad",@Hobsons,2017-05-10T16:53:40.000Z,"{'neg': 0.000, 'neu': 0.812, 'pos': 0.188, 'compound': 0.4588}",neutral
"IWC Masters Scholarships for International Students, Australia 2017",,,2017-05-09T04:38:09.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
This is disappointing. Also bad news for current international students already in Australia who were planning to stay here for postdoc.,,,2017-04-18T07:15:46.000Z,"{'neg': 0.261, 'neu': 0.739, 'pos': 0.000, 'compound': -0.7717}",negative
University of South Australia Presidents Scholarships (UPS) for International Students 2017/18,,,2017-04-17T11:47:12.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"APPLY: Tuition Fee Scholarship for International Students at Swinburne University in Australia, 2017",,,2017-05-08T12:10:09.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Endeavour (Australia) Postgraduate Scholarships for International Students -  Annual Scholarships, post graduate ...",,,2017-05-09T13:13:53.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"APPLY: Research Training Program Scholarships for International Students at ACU in Australia, 2017",,,2017-05-09T09:57:06.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
So... What are the implications of the abolition of #457visas for international students in Australia wanting to migrate?,457visas,,2017-04-18T08:09:26.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
LET'S JOIN TOGETHERDo tweets as much as you can from 7th June to 13th June using below hash tags and mention leaders:- RAISE YOUR VOICE LOUDER,"freezeourvisas, InternationalStudentsAustralia, LetUsBackToAus","@ausgov, @ShekharGupta, @ThePrintIndia",2021-06-05T10:07:41.000Z,"{'neg': 0.000, 'neu': 0.895, 'pos': 0.105, 'compound': 0.4466}",neutral
Call for participantsAre you an international student in Australia? Share your thoughts on international flights! Take our survey and receive a Woolworths $25 voucher as a token of appreciation.Details below,,,2023-11-07T04:25:50.000Z,"{'neg': 0.000, 'neu': 0.921, 'pos': 0.079, 'compound': 0.3595}",neutral
Know any international students looking to study in Australia? @AngelCubeMelb startup @ediply founder explains how,,"@AngelCubeMelb, @ediply",2014-09-04T09:24:06.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Cost of higher education for international students. Australia ranks high, but arguably a quality education.",,,2014-04-09T20:18:46.000Z,"{'neg': 0.152, 'neu': 0.848, 'pos': 0.000, 'compound': -0.3612}",negative
international students are waiting from more than a year but there is no proper plan for students.Our futures matter. we had invested future/$ in Australia but in return we got nothing #LetUsComeToAus,LetUsComeToAus,"@abcnews, @SBSPunjabi, @ScottMorrisonMP, @AlanTudgeMP, @AJEnglish, @PeterDutton_MP",2021-02-17T08:05:39.000Z,"{'neg': 0.082, 'neu': 0.884, 'pos': 0.034, 'compound': -0.3919}",negative
"Int students from all over the world are welcomed, but still, Australia is repelling students! In order to control Corvid, you are creating serious other problems.",still_stuck_behind_Australia_borders#tired@ScottMorrisonMP@PhilHoneywood,@ScottMorrisonMP@PhilHoneywood,2020-10-14T13:39:49.000Z,"{'neg': 0.166, 'neu': 0.692, 'pos': 0.142, 'compound': -0.2003}",negative
Before border closures now Home affairs leaving no efforts remain to destroy the glorious rankings of Australian Universities this if not taken in account will leave Australian education glory to those levels where there won't be any point of return respect ur students #VisaJuly,VisaJuly,,2022-06-26T10:27:28.000Z,"{'neg': 0.124, 'neu': 0.682, 'pos': 0.194, 'compound': 0.7096}",negative
[Kompas]Beasiswa Lintas Disiplin di Australia[Okezone]: Council of International Students Australia membuka pr...,,,2014-05-08T23:17:20.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Standard international students in Australia. Not here to study. Not here to experience Australia, participate in the culture or interact with locals. Just a cheap place to live in an enclave and make more money.",,,2023-10-31T11:30:27.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
La Trobe Business School MBA Scholarship for International Students in Australia (Deadline:30/11/2013),".UmTe6JH59Co.twitter…, Paltweets",,2013-10-21T07:59:53.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Research Scholarships for International Students in Australia, 2014  via @sharethis",,@sharethis,2013-12-27T14:34:15.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,"{'neg': 0.000, 'neu': 0.851, 'pos': 0.149, 'compound': 0.6832}",neutral
2014 Juris Doctor Scholarships for International Students in Australia,,,2014-01-25T19:01:52.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
2014-2015 ASI Scholarships for International Students in Australia,,,2013-11-04T13:13:32.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Equity Scholarships for Domestic or International students, Australia  via @sharethis",,@sharethis,2013-10-29T08:00:55.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Most expensive education for international students : Australia, US, UK ; Cheapest : Germany",,,2013-08-13T15:04:28.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
the international students from australia >,,,2013-09-10T19:14:50.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
CISA Secretary Shufaa Athman presenting at the #AIEC2013 on the CISA Story Project.,AIEC2013,,2013-10-11T00:46:39.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
A hard working #internationalstudent who is working part time at convenient store till late every night. - ThomsonC,internationalstudent,,2013-09-26T14:08:57.000Z,"{'neg': 0.076, 'neu': 0.924, 'pos': 0.000, 'compound': -0.1027}",negative
"UTS:Insearch O' Day, fellow volunteers helping out with full room of new students. Well Done guys! - ThomsonC",,,2013-09-30T02:42:32.000Z,"{'neg': 0.000, 'neu': 0.777, 'pos': 0.223, 'compound': 0.5562}",neutral
America Is The 2nd Most Expensive Country In The World For International Students,"Australia, cost, Germany, HSBC",,2013-08-16T16:30:23.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
High Satisfaction Rate Among International Students in Australia  via @inform_ed,,@inform_ed,2013-07-01T05:13:31.000Z,"{'neg': 0.000, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",neutral
"Attending #EAConf13 with CISA Secretary @Sathmanerrey entitled ""It's still about the students..."" - ThomsonC",EAConf13,@Sathmanerrey,2013-09-26T00:47:37.000Z,"{'neg': 0.000, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}",neutral
Australia the world's most expensive destination for international students,,,2013-08-13T04:17:56.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Am ready for protest in delhi about international students for Australia. who is with me, contact me on my Instagram id smarty______0002","LetUsBackAus, Australia, 18years, InternationalStudentsAustralia","@DayaLArshP61, @ScottMorrisonMP, @AlanTudgeMP, @letusbacktoaus, @letusbacktoaus",2021-06-18T18:16:11.000Z,"{'neg': 0.082, 'neu': 0.816, 'pos': 0.102, 'compound': 0.1280}",neutral
"Let #InternationalStudentsAustralia come. They are not just students, they have been through tough times to ultimately determine their future. They are in limbo just in the turning point of their lives. Don't let COVID ruins our lives",InternationalStudentsAustralia,"@ScottMorrisonMP, @AlanTudgeMP, @PhilHoneywood",2020-10-30T20:12:56.000Z,"{'neg': 0.039, 'neu': 0.900, 'pos': 0.062, 'compound': 0.2278}",neutral
MBA Scholarships for Domestic and International Students in Australia,,,2013-09-21T02:34:45.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
RT @Beerkens: Graphic: domestic and international students in Australia 1990-2011 (source:,,@Beerkens:,2013-01-20T13:07:26.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Endeavour Vocational Education and Training (VET) Award for International Students in Australia, 2014...",,,2013-06-03T19:12:59.000Z,"{'neg': 0.000, 'neu': 0.774, 'pos': 0.226, 'compound': 0.5423}",neutral
Should the SRC affiliate to Council of International Students Australia & Council of Australian Postgraduate Associations #AdelaideSRC,AdelaideSRC,,2013-03-15T08:09:45.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Another post to help international students study in Australia If You Want To Study In Aust...,,,2013-04-16T08:51:47.000Z,"{'neg': 0.000, 'neu': 0.778, 'pos': 0.222, 'compound': 0.4588}",neutral
Australia needs more international students who contribute $10 billion/year to the economy.,,,2013-04-17T04:44:45.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Looking for international students in Australia to be part of a welcome video...Please DM please,,,2013-06-24T02:25:20.000Z,"{'neg': 0.000, 'neu': 0.710, 'pos': 0.290, 'compound': 0.6486}",positive
"PhD scholarships for international Students in Australia, 2014 : 2013 ...",,,2013-06-08T13:58:02.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
TOMORROW: Your opportunity to hear about opportunities for International students in Australia and overseas...,,,2013-04-02T05:58:12.000Z,"{'neg': 0.000, 'neu': 0.690, 'pos': 0.310, 'compound': 0.6597}",positive
Master's Scholarships for International Students in Australia : 201...,,,2013-04-23T13:44:56.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Study Abroad Excellence Scholarships for International Students in Australia (Deadline:30/6/2013),.Ub7AVjSxMNU.twitter…,,2013-06-17T07:53:15.000Z,"{'neg': 0.000, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",positive
"515,853 fee paying international students enrolled in Australia 2012. 6.9% decline; and 5.6% commencements decrease",,,2013-02-11T04:41:23.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Graduate Scholarships for International Students in Australia,2013 ...: College of Business and Economics of A...",,,2013-05-08T13:12:02.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
WATCH @abcnews Nightline report on exploitation and bullying of international #students in Australia:  #ausunions,"students, ausunions",@abcnews,2013-05-24T06:35:27.000Z,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.000, 'compound': -0.5994}",negative
Scholarships for International Students in Australia...,,,2013-02-13T05:42:37.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Scholarships for High Achieving International Students in Australia, 2013...",,,2013-05-30T05:25:02.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
CISA (Council of International Students Australia) are looking for volunteers for their conference in July. See...,,,2013-06-13T07:22:54.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Juris Doctor (JD) Scholarship for International Students in Australia,,,2013-06-25T01:33:34.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Met some great new GTownU International students from Australia <3 and London <3 #perksofajob,perksofajob,,2012-08-23T00:00:10.000Z,"{'neg': 0.000, 'neu': 0.526, 'pos': 0.474, 'compound': 0.8720}",positive
International Students: Australia offers an example of some of the pitfalls. It ranks third after the USA and UK in international market.,,,2012-11-12T21:30:21.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"Macquarie University Australia 2012 Scholarship for International Students: Macquarie University, Australia Scho...",,,2012-10-04T15:25:04.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Australia Introduces Bill to Protect International Sudents: Number of International students going to Australia ...,,,2012-10-18T11:32:14.000Z,"{'neg': 0.000, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4404}",neutral
Report finds international students in Australia exploited by large retail corps like Westfield:,"wageslavery, auspol",,2012-11-26T22:54:26.000Z,"{'neg': 0.182, 'neu': 0.667, 'pos': 0.152, 'compound': -0.1280}",negative
International students can help Australia to prosper in the 'Asian Century',,,2012-10-12T23:08:39.000Z,"{'neg': 0.000, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}",neutral
International Students in Australia Are Discovering Carrick Institute In Brisbane  #emprendimiento,emprendimiento,,2012-11-27T09:04:23.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
AUMS-Newsblog: Australia -| International students entitled to local benefits: International students entitled to...,,,2012-08-17T02:05:03.000Z,"{'neg': 0.000, 'neu': 0.595, 'pos': 0.405, 'compound': 0.7003}",positive
Decline in international students studying in Australia  #HigherEd,HigherEd,,2013-01-10T14:12:01.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
International students can help Australia to prosper in the 'Asian Century'  #agchatoz,agchatoz,,2012-10-12T23:29:55.000Z,"{'neg': 0.000, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",neutral
"2012 River Management Young Achievers Award for International Students, Australia via Funds for ...",,,2012-05-29T05:10:44.000Z,"{'neg': 0.000, 'neu': 0.788, 'pos': 0.212, 'compound': 0.5423}",neutral
"New: Subject: John & Robin de Laeter Scholarship for International Students, Australia, 2013(Deadline...  #Paltweets",Paltweets,,2012-09-07T07:16:37.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Call for Application-Scholarships for International Students at University of Western Australia ...,,,2012-06-18T03:10:41.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
ohh la la new international students from Australia... God do I LOVE accentsssss!!,,,2012-08-20T16:22:26.000Z,"{'neg': 0.000, 'neu': 0.591, 'pos': 0.409, 'compound': 0.8233}",positive
Four successful appointments today. All to do with international students. Just so important for Australia!,,,2013-01-11T06:57:18.000Z,"{'neg': 0.000, 'neu': 0.668, 'pos': 0.332, 'compound': 0.7549}",positive
ESOS Guidelines for international students in Australia,,,2011-10-24T15:16:52.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"2012 River Management Young Achievers Award for International Students, Australia: Thiess Services and Internati...",,,2012-05-24T09:07:05.000Z,"{'neg': 0.000, 'neu': 0.788, 'pos': 0.212, 'compound': 0.5423}",neutral
"MUIS Full Scholarships for International Students at Macquarie University, Australia....",,,2012-02-23T23:00:33.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Welcome boat people. Go home international students. Australia 2012.,,,2012-01-19T10:48:58.000Z,"{'neg': 0.000, 'neu': 0.727, 'pos': 0.273, 'compound': 0.4588}",positive
Common Problems for International Students in Australia :)  study in australia,,,2011-10-23T20:30:47.000Z,"{'neg': 0.184, 'neu': 0.612, 'pos': 0.204, 'compound': 0.0772}",negative
"surprisingly enough heaps of em' pay that + almost 35-40k for bachelors degree, that's for international students in australia.",,,2012-02-03T07:46:34.000Z,"{'neg': 0.068, 'neu': 0.825, 'pos': 0.107, 'compound': 0.2023}",neutral
"Australian Leadership Award Scholarships for International Students at Australia, 2012",,,2012-04-18T15:52:22.000Z,"{'neg': 0.000, 'neu': 0.720, 'pos': 0.280, 'compound': 0.5423}",positive
"Australia Jobs: Lecturer/Senior Lecturer in Nursing / Coordinator, International Students",,,2012-01-13T01:10:30.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Australia Shifts Gears to Attract International Students,,,2011-10-21T15:16:34.000Z,"{'neg': 0.000, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",neutral
Elysia does Sarawak proud with top award: The awards recognise international students in South Australia across ...,,,2011-10-19T02:28:21.000Z,"{'neg': 0.000, 'neu': 0.533, 'pos': 0.467, 'compound': 0.8860}",positive
International students teach Australia to be better: Former High Court Judge Michael Kirby  via @meldmagazine,,@meldmagazine,2011-11-10T00:59:18.000Z,"{'neg': 0.000, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",neutral
"ICE WaRM Postgraduate Scholarships in Water Resource Management for International Students, Australia",,,2012-02-12T03:07:50.000Z,"{'neg': 0.000, 'neu': 0.853, 'pos': 0.147, 'compound': 0.2263}",neutral
"Scholarship Position Scolarships from Australia for International students Today,April 27th,2012: Deadline: -1 M...",,,2012-04-27T05:07:50.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Jobs Home Stay Coordinator (International Students) - AUSTRALIA AU - Queensland - Brisbane,,,2012-04-04T11:31:56.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Australian Institute of Criminology Report on crimes against International students in Australia 2005-2009 -,,,2011-08-13T13:57:06.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"RT @free4study: Swinburne Research Scholarships for International Students, Australia",,@free4study:,2010-10-10T19:30:47.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"RT @newscholarships: Full Tuition Scholarships for International Students, Australia | DAAD Research Fellowships in ...",,@newscholarships:,2011-05-30T07:22:22.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"interested?? 2012 Civil Engineering Scholarship for International Students, Australia:College Scholarships, P..",,,2011-05-19T07:37:00.000Z,"{'neg': 0.000, 'neu': 0.766, 'pos': 0.234, 'compound': 0.4696}",neutral
Analysis of crime data against international students in Australia,,,2011-08-18T03:13:00.000Z,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.000, 'compound': -0.5423}",negative
