post_title,datetime,sentiment_scores,sentiment,topic,new_post_content
"Morning Mail: Muslim leaders boycott state dinners, businessman visa case, Palmer claims anti-vaccine mandate ‘victory’",2024-02-27T19:57:06Z,-0.3182,negative,health requirements,"morning mail: muslim leaders boycott state dinners, businessman visa case, palmer claims anti-vaccine mandate ‘victory’"
How Australia’s handling of Djokovic exposed its flawed immigration system to the world,2022-01-11T16:30:22Z,-0.5267,negative,immigration policy,australia’s handling djokovic exposed flawed immigration world
International students left feeling like ‘cash cows’ after Albanese government raises visa fees,2024-07-06T20:00:48Z,0.4588,positive,education,international students left feeling like ‘cash cows’ albanese government raises visa fees
International students left feeling like ‘cash cows’ after Albanese government raises visa fees,2024-07-06T20:00:48Z,0.4588,positive,controversies,international students left feeling like ‘cash cows’ albanese government raises visa fees
International students left feeling like ‘cash cows’ after Albanese government raises visa fees,2024-07-06T20:00:48Z,0.4588,positive,government policy,international students left feeling like ‘cash cows’ albanese government raises visa fees
‘It’s very unfair’: Australia’s visa crackdown is disrupting international students and hitting university finances,2024-05-05T02:00:03Z,0.0,neutral,controversies,‘it’s unfair’: australia’s visa crackdown disrupting international students hitting university finances
‘It’s very unfair’: Australia’s visa crackdown is disrupting international students and hitting university finances,2024-05-05T02:00:03Z,0.0,neutral,education,‘it’s unfair’: australia’s visa crackdown disrupting international students hitting university finances
‘It’s very unfair’: Australia’s visa crackdown is disrupting international students and hitting university finances,2024-05-05T02:00:03Z,0.0,neutral,education,‘it’s unfair’: australia’s visa crackdown disrupting international students hitting university finances
Relatives ‘surprised and shocked’ after 68-year-old Gaza woman’s Australian visa cancelled on security grounds,2024-04-25T15:00:27Z,0.1027,negative,key individuals,relatives ‘surprised shocked’ 68-year-old gaza woman’s australian visa cancelled security grounds
Relatives ‘surprised and shocked’ after 68-year-old Gaza woman’s Australian visa cancelled on security grounds,2024-04-25T15:00:27Z,0.1027,negative,visa eligibility,relatives ‘surprised shocked’ 68-year-old gaza woman’s australian visa cancelled security grounds
"As we celebrate the permanent residency granted to Sydney’s ‘bollard man’, visa uncertainty looms over others | Shankar Kasynathan",2024-04-19T01:33:39Z,0.4019,negative,permanent residency,"celebrate permanent residency granted sydney’s ‘bollard man’, visa uncertainty looms shankar kasynathan"
"As we celebrate the permanent residency granted to Sydney’s ‘bollard man’, visa uncertainty looms over others | Shankar Kasynathan",2024-04-19T01:33:39Z,0.4019,negative,key individuals,"celebrate permanent residency granted sydney’s ‘bollard man’, visa uncertainty looms shankar kasynathan"
"As we celebrate the permanent residency granted to Sydney’s ‘bollard man’, visa uncertainty looms over others | Shankar Kasynathan",2024-04-19T01:33:39Z,0.4019,negative,key individuals,"celebrate permanent residency granted sydney’s ‘bollard man’, visa uncertainty looms shankar kasynathan"
Coalition plan to privatise visa processing to be subject of new inquiry,2023-11-30T06:51:00Z,0.0,neutral,government policy,coalition plan privatise visa processing subject new inquiry
Coalition plan to privatise visa processing to be subject of new inquiry,2023-11-30T06:51:00Z,0.0,neutral,visa processing,coalition plan privatise visa processing subject new inquiry
Coalition plan to privatise visa processing to be subject of new inquiry,2023-11-30T06:51:00Z,0.0,neutral,key events,coalition plan privatise visa processing subject new inquiry
Australia to investigate how Palestinians crossed Gaza border after government suspends visas,2024-03-15T07:24:31Z,0.0,neutral,international relations,australia investigate palestinians crossed gaza border government suspends visas
Australia to investigate how Palestinians crossed Gaza border after government suspends visas,2024-03-15T07:24:31Z,0.0,neutral,government policy,australia investigate palestinians crossed gaza border government suspends visas
‘Power imbalance’: how Australia’s visa system leaves migrants beholden to their employers,2023-09-03T00:00:18Z,0.0,neutral,social policy,‘power imbalance’: australia’s visa leaves migrants beholden employers
‘Power imbalance’: how Australia’s visa system leaves migrants beholden to their employers,2023-09-03T00:00:18Z,0.0,neutral,visa processing,‘power imbalance’: australia’s visa leaves migrants beholden employers
China and Australia agree to new multi-entry visa as Albanese touts improved relationship after thaw,2023-11-07T07:44:26Z,0.6705,neutral,visa application,china australia agree new multi-entry visa albanese touts improved relationship thaw
China and Australia agree to new multi-entry visa as Albanese touts improved relationship after thaw,2023-11-07T07:44:26Z,0.6705,neutral,government policy,china australia agree new multi-entry visa albanese touts improved relationship thaw
Afternoon Update: PM says Coalition ‘just wrong’ on visas; ex-Ten presenter and partner missing; and can you remember these ‘best picture’ films?,2024-02-22T06:42:50Z,-0.296,negative,news,afternoon update: pm says coalition ‘just wrong’ visas; ex-ten presenter partner missing; remember ‘best picture’ films?
Afternoon Update: PM says Coalition ‘just wrong’ on visas; ex-Ten presenter and partner missing; and can you remember these ‘best picture’ films?,2024-02-22T06:42:50Z,-0.296,negative,visa application,afternoon update: pm says coalition ‘just wrong’ visas; ex-ten presenter partner missing; remember ‘best picture’ films?
Afternoon Update: PM says Coalition ‘just wrong’ on visas; ex-Ten presenter and partner missing; and can you remember these ‘best picture’ films?,2024-02-22T06:42:50Z,-0.296,negative,community events,afternoon update: pm says coalition ‘just wrong’ visas; ex-ten presenter partner missing; remember ‘best picture’ films?
"Morning Mail: Australia win thriller to reach World Cup final, Labor dissent over visa law, Optus outage outrage",2023-11-16T19:53:15Z,0.25,negative,world cup,"morning mail: australia win thriller reach world cup final, labor dissent visa law, optus outage outrage"
"Morning Mail: Australia win thriller to reach World Cup final, Labor dissent over visa law, Optus outage outrage",2023-11-16T19:53:15Z,0.25,negative,government policy,"morning mail: australia win thriller reach world cup final, labor dissent visa law, optus outage outrage"
"Morning Mail: Australia win thriller to reach World Cup final, Labor dissent over visa law, Optus outage outrage",2023-11-16T19:53:15Z,0.25,negative,visa application,"morning mail: australia win thriller reach world cup final, labor dissent visa law, optus outage outrage"
"Palestinians who had Australian visas cancelled mid-flight are ‘collateral damage’, charity group says",2024-03-15T14:00:37Z,0.2023,negative,visa applications,"palestinians australian visas cancelled mid-flight ‘collateral damage’, charity group says"
"Palestinians who had Australian visas cancelled mid-flight are ‘collateral damage’, charity group says",2024-03-15T14:00:37Z,0.2023,negative,key events,"palestinians australian visas cancelled mid-flight ‘collateral damage’, charity group says"
"Palestinians who had Australian visas cancelled mid-flight are ‘collateral damage’, charity group says",2024-03-15T14:00:37Z,0.2023,negative,key events,"palestinians australian visas cancelled mid-flight ‘collateral damage’, charity group says"
Labor targets student and some worker visas in overhaul of Australia’s temporary migration program,2023-12-10T14:00:54Z,0.0,neutral,education,labor targets student worker visas overhaul australia’s temporary migration program
Labor targets student and some worker visas in overhaul of Australia’s temporary migration program,2023-12-10T14:00:54Z,0.0,neutral,work visa,labor targets student worker visas overhaul australia’s temporary migration program
Labor targets student and some worker visas in overhaul of Australia’s temporary migration program,2023-12-10T14:00:54Z,0.0,neutral,temporary migration,labor targets student worker visas overhaul australia’s temporary migration program
Peter Dutton doubles down on call to cancel visas of antisemitic protesters,2023-10-13T00:31:06Z,-0.4404,negative,key individuals doubles,peter dutton doubles cancel visas antisemitic protesters
Peter Dutton doubles down on call to cancel visas of antisemitic protesters,2023-10-13T00:31:06Z,-0.4404,negative,controversies,peter dutton doubles cancel visas antisemitic protesters
O’Neil accuses Dutton of politicising national security on visas for Israel-Palestine conflict: as it happened,2023-11-24T06:40:28Z,-0.3182,negative,key individuals,o’neil accuses dutton politicising national security visas israel-palestine conflict: happened
O’Neil accuses Dutton of politicising national security on visas for Israel-Palestine conflict: as it happened,2023-11-24T06:40:28Z,-0.3182,negative,national security,o’neil accuses dutton politicising national security visas israel-palestine conflict: happened
O’Neil accuses Dutton of politicising national security on visas for Israel-Palestine conflict: as it happened,2023-11-24T06:40:28Z,-0.3182,negative,international relations,o’neil accuses dutton politicising national security visas israel-palestine conflict: happened
"GPs aiding international student agents to exploit Australian visa ‘loophole’, inquiry hears",2023-05-15T08:34:10Z,-0.1027,negative,education,"gps aiding international student agents exploit australian visa ‘loophole’, inquiry hears"
"GPs aiding international student agents to exploit Australian visa ‘loophole’, inquiry hears",2023-05-15T08:34:10Z,-0.1027,negative,visa processing,"gps aiding international student agents exploit australian visa ‘loophole’, inquiry hears"
"Asylum seeker walking 1,000km from Ballarat to Sydney to raise awareness about life in visa limbo",2023-07-31T22:00:04Z,0.0,neutral,asylum policy,"asylum seeker walking 1,000km ballarat sydney raise awareness life visa limbo"
"Asylum seeker walking 1,000km from Ballarat to Sydney to raise awareness about life in visa limbo",2023-07-31T22:00:04Z,0.0,neutral,visa limbo,"asylum seeker walking 1,000km ballarat sydney raise awareness life visa limbo"
"The moment I knew: our visa situation made things complicated – then he proposed, hypothetically",2023-06-17T20:00:23Z,0.0,neutral,visa application,"moment knew: visa situation things complicated – proposed, hypothetically"
"After seven years in Australia, I’m finally off the visa merry-go-round | Lucy Pearson",2023-05-29T05:24:57Z,0.0,neutral,migration policy,"seven years australia, i’m finally visa merry-go-round lucy pearson"
"After seven years in Australia, I’m finally off the visa merry-go-round | Lucy Pearson",2023-05-29T05:24:57Z,0.0,neutral,visa application,"seven years australia, i’m finally visa merry-go-round lucy pearson"
"After seven years in Australia, I’m finally off the visa merry-go-round | Lucy Pearson",2023-05-29T05:24:57Z,0.0,neutral,key individuals,"seven years australia, i’m finally visa merry-go-round lucy pearson"
Afternoon Update: former Liberal staffer gives evidence in Lehrmann defamation case; US to place visa bans on some Israeli settlers; and first summer heatwave,2023-12-06T05:40:49Z,0.0,neutral,news,afternoon update: liberal staffer gives evidence lehrmann defamation case; place visa bans israeli settlers; summer heatwave
Afternoon Update: former Liberal staffer gives evidence in Lehrmann defamation case; US to place visa bans on some Israeli settlers; and first summer heatwave,2023-12-06T05:40:49Z,0.0,neutral,key individuals,afternoon update: liberal staffer gives evidence lehrmann defamation case; place visa bans israeli settlers; summer heatwave
Afternoon Update: former Liberal staffer gives evidence in Lehrmann defamation case; US to place visa bans on some Israeli settlers; and first summer heatwave,2023-12-06T05:40:49Z,0.0,neutral,key events,afternoon update: liberal staffer gives evidence lehrmann defamation case; place visa bans israeli settlers; summer heatwave
Afternoon Update: former Liberal staffer gives evidence in Lehrmann defamation case; US to place visa bans on some Israeli settlers; and first summer heatwave,2023-12-06T05:40:49Z,0.0,neutral,migration policy,afternoon update: liberal staffer gives evidence lehrmann defamation case; place visa bans israeli settlers; summer heatwave
Afternoon Update: former Liberal staffer gives evidence in Lehrmann defamation case; US to place visa bans on some Israeli settlers; and first summer heatwave,2023-12-06T05:40:49Z,0.0,neutral,natural disaster,afternoon update: liberal staffer gives evidence lehrmann defamation case; place visa bans israeli settlers; summer heatwave
High court ruling casts doubt on hundreds of Australian visa refusals,2023-04-12T03:33:14Z,-0.3612,negative,immigration policy,high court ruling casts doubt hundreds australian visa refusals
High court ruling casts doubt on hundreds of Australian visa refusals,2023-04-12T03:33:14Z,-0.3612,negative,visa application,high court ruling casts doubt hundreds australian visa refusals
"Morning Mail: $2bn ‘silent stalker’ student debt, partner visa blowout, Sudan embassy evacuations ",2023-04-23T20:50:20Z,-0.3612,negative,controversies,"morning mail: $2bn ‘silent stalker’ student debt, partner visa blowout, sudan embassy evacuations"
Fugitive turned Sydney identity Darko ‘Dougie’ Desic granted permanent visa,2023-02-06T10:14:02Z,0.25,neutral,key individuals,fugitive turned sydney identity darko ‘dougie’ desic granted permanent visa
Fugitive turned Sydney identity Darko ‘Dougie’ Desic granted permanent visa,2023-02-06T10:14:02Z,0.25,neutral,permanent residency,fugitive turned sydney identity darko ‘dougie’ desic granted permanent visa
‘Regional’ visa pushed by Coalition MPs actually allows migrants to move to cities,2023-04-05T15:00:11Z,0.0,neutral,regional visa,‘regional’ visa pushed coalition mps actually allows migrants cities
‘Regional’ visa pushed by Coalition MPs actually allows migrants to move to cities,2023-04-05T15:00:11Z,0.0,neutral,government policy,‘regional’ visa pushed coalition mps actually allows migrants cities
Dozens re-detained after visa cancellation bill passes – as it happened,2023-02-17T08:19:41Z,0.0,neutral,news,dozens re-detained visa cancellation passes – happened
Dozens re-detained after visa cancellation bill passes – as it happened,2023-02-17T08:19:41Z,0.0,neutral,visa cancellation bill,dozens re-detained visa cancellation passes – happened
Morning Mail: changes to ‘broken’ migration system; Cop28 goes down to the wire; winter looms in Gaza,2023-12-10T19:53:40Z,-0.1531,negative,migration policy,morning mail: changes ‘broken’ migration system; cop28 goes wire; winter looms gaza
Morning Mail: changes to ‘broken’ migration system; Cop28 goes down to the wire; winter looms in Gaza,2023-12-10T19:53:40Z,-0.1531,negative,economy,morning mail: changes ‘broken’ migration system; cop28 goes wire; winter looms gaza
Scott Morrison’s secret ministries used as grounds for Afghan man’s cancelled visa case,2023-03-02T14:00:07Z,-0.25,negative,key individuals,scott morrison’s secret ministries used grounds afghan man’s cancelled visa case
Scott Morrison’s secret ministries used as grounds for Afghan man’s cancelled visa case,2023-03-02T14:00:07Z,-0.25,negative,government policy,scott morrison’s secret ministries used grounds afghan man’s cancelled visa case
Scott Morrison’s secret ministries used as grounds for Afghan man’s cancelled visa case,2023-03-02T14:00:07Z,-0.25,negative,refugee visa,scott morrison’s secret ministries used grounds afghan man’s cancelled visa case
Scott Morrison’s secret ministries used as grounds for Afghan man’s cancelled visa case,2023-03-02T14:00:07Z,-0.25,negative,visa application,scott morrison’s secret ministries used grounds afghan man’s cancelled visa case
Peter Dutton promises to slash permanent migration by 25% in short term in populist budget reply,2024-05-16T13:00:39Z,0.128,negative,key individuals,peter dutton promises slash permanent migration 25% short term populist budget reply
Peter Dutton promises to slash permanent migration by 25% in short term in populist budget reply,2024-05-16T13:00:39Z,0.128,negative,permanent residency,peter dutton promises slash permanent migration 25% short term populist budget reply
Peter Dutton promises to slash permanent migration by 25% in short term in populist budget reply,2024-05-16T13:00:39Z,0.128,negative,temporary migration,peter dutton promises slash permanent migration 25% short term populist budget reply
Peter Dutton promises to slash permanent migration by 25% in short term in populist budget reply,2024-05-16T13:00:39Z,0.128,negative,government policy,peter dutton promises slash permanent migration 25% short term populist budget reply
Visa delays caused by security checks turning Chinese students away from Australian universities,2023-02-18T19:00:05Z,0.34,neutral,visa processing,visa delays caused security checks turning chinese students away australian universities
Visa delays caused by security checks turning Chinese students away from Australian universities,2023-02-18T19:00:05Z,0.34,neutral,visa eligibility,visa delays caused security checks turning chinese students away australian universities
Visa delays caused by security checks turning Chinese students away from Australian universities,2023-02-18T19:00:05Z,0.34,neutral,education,visa delays caused security checks turning chinese students away australian universities
Defence force ‘surge’ to detect asylum boats in Australia’s northern waters follows visa change,2023-02-15T23:54:47Z,0.1027,neutral,national security,defence force ‘surge’ detect asylum boats australia’s northern waters follows visa change
Defence force ‘surge’ to detect asylum boats in Australia’s northern waters follows visa change,2023-02-15T23:54:47Z,0.1027,neutral,asylum policy,defence force ‘surge’ detect asylum boats australia’s northern waters follows visa change
Defence force ‘surge’ to detect asylum boats in Australia’s northern waters follows visa change,2023-02-15T23:54:47Z,0.1027,neutral,migration policy,defence force ‘surge’ detect asylum boats australia’s northern waters follows visa change
"Morning Mail: sporting concussion’s hidden trauma, asylum seeker visa change, Gabrielle hits New Zealand",2023-02-12T20:01:48Z,-0.4215,negative,asylum policy,"morning mail: sporting concussion’s hidden trauma, asylum seeker visa change, gabrielle hits new zealand"
"Morning Mail: sporting concussion’s hidden trauma, asylum seeker visa change, Gabrielle hits New Zealand",2023-02-12T20:01:48Z,-0.4215,negative,natural disaster,"morning mail: sporting concussion’s hidden trauma, asylum seeker visa change, gabrielle hits new zealand"
"Morning Mail: sporting concussion’s hidden trauma, asylum seeker visa change, Gabrielle hits New Zealand",2023-02-12T20:01:48Z,-0.4215,negative,new zealand,"morning mail: sporting concussion’s hidden trauma, asylum seeker visa change, gabrielle hits new zealand"
Visa delays await Chinese students returning to Australia after sudden ban on online learning,2023-01-30T07:31:24Z,-0.4939,negative,visa processing,visa delays await chinese students returning australia sudden ban online learning
Visa delays await Chinese students returning to Australia after sudden ban on online learning,2023-01-30T07:31:24Z,-0.4939,negative,migration policy,visa delays await chinese students returning australia sudden ban online learning
Visa delays await Chinese students returning to Australia after sudden ban on online learning,2023-01-30T07:31:24Z,-0.4939,negative,education,visa delays await chinese students returning australia sudden ban online learning
Iranian PhD students remain in limbo due to Australian visa delays despite securing scholarships,2023-01-14T19:00:15Z,-0.2411,negative,education,iranian phd students remain limbo australian visa delays despite securing scholarships
Iranian PhD students remain in limbo due to Australian visa delays despite securing scholarships,2023-01-14T19:00:15Z,-0.2411,negative,visa processing,iranian phd students remain limbo australian visa delays despite securing scholarships
Pacific Islander workers making as little as $200 a week in Australia seek protection visas for better pay,2023-07-22T20:00:21Z,0.3612,neutral,migration policy,pacific islander workers making little $200 week australia seek protection visas better pay
Pacific Islander workers making as little as $200 a week in Australia seek protection visas for better pay,2023-07-22T20:00:21Z,0.3612,neutral,social policy,pacific islander workers making little $200 week australia seek protection visas better pay
With the latest visa decision I hope we’re done with a mean-spirited period in Australian history | Zaki Haidari,2023-02-13T05:56:41Z,0.4404,neutral,visa application,latest visa decision hope we’re mean-spirited period australian history zaki haidari
With the latest visa decision I hope we’re done with a mean-spirited period in Australian history | Zaki Haidari,2023-02-13T05:56:41Z,0.4404,neutral,key individuals,latest visa decision hope we’re mean-spirited period australian history zaki haidari
Trial of Hong Kong tycoon Jimmy Lai delayed after British lawyer denied visa extension,2022-12-13T05:17:07Z,-0.5859,negative,key individuals,trial hong kong tycoon jimmy lai delayed british lawyer denied visa extension
Trial of Hong Kong tycoon Jimmy Lai delayed after British lawyer denied visa extension,2022-12-13T05:17:07Z,-0.5859,negative,key individuals,trial hong kong tycoon jimmy lai delayed british lawyer denied visa extension
Sudanese Australians call for emergency visas to help loved ones escape worsening conflict,2023-05-03T04:41:17Z,0.1027,negative,migration policy,sudanese australians emergency visas help loved ones escape worsening conflict
Sudanese Australians call for emergency visas to help loved ones escape worsening conflict,2023-05-03T04:41:17Z,0.1027,negative,emergency visas,sudanese australians emergency visas help loved ones escape worsening conflict
Tennis star Novak Djokovic to be granted visa to play in Australian Open ,2022-11-15T05:46:20Z,0.5267,positive,key individuals,tennis star novak djokovic granted visa play australian open
My first umpiring gig for a local cricket club has been a welcome distraction from waiting for a family visa | Shadi Khan Saif,2023-03-13T14:00:21Z,0.1027,neutral,community events,umpiring gig local cricket club welcome distraction waiting family visa shadi khan saif
My first umpiring gig for a local cricket club has been a welcome distraction from waiting for a family visa | Shadi Khan Saif,2023-03-13T14:00:21Z,0.1027,neutral,family visa,umpiring gig local cricket club welcome distraction waiting family visa shadi khan saif
"Daryl Maguire, former MP and ex-partner of Gladys Berejiklian, charged over alleged visa fraud",2022-11-29T05:40:02Z,-0.6808,negative,key individuals,"daryl maguire, mp ex-partner gladys berejiklian, charged alleged visa fraud"
"Daryl Maguire, former MP and ex-partner of Gladys Berejiklian, charged over alleged visa fraud",2022-11-29T05:40:02Z,-0.6808,negative,family visa,"daryl maguire, mp ex-partner gladys berejiklian, charged alleged visa fraud"
"Daryl Maguire, former MP and ex-partner of Gladys Berejiklian, charged over alleged visa fraud",2022-11-29T05:40:02Z,-0.6808,negative,key individuals,"daryl maguire, mp ex-partner gladys berejiklian, charged alleged visa fraud"
"Daryl Maguire, former MP and ex-partner of Gladys Berejiklian, charged over alleged visa fraud",2022-11-29T05:40:02Z,-0.6808,negative,controversies,"daryl maguire, mp ex-partner gladys berejiklian, charged alleged visa fraud"
"Australia’s post-pandemic surge in net overseas migration temporary, federal budget predicts",2023-05-09T15:00:48Z,0.0,neutral,economy,"australia’s post-pandemic surge net overseas migration temporary, federal budget predicts"
"Australia’s post-pandemic surge in net overseas migration temporary, federal budget predicts",2023-05-09T15:00:48Z,0.0,neutral,migration policy,"australia’s post-pandemic surge net overseas migration temporary, federal budget predicts"
"Australia’s post-pandemic surge in net overseas migration temporary, federal budget predicts",2023-05-09T15:00:48Z,0.0,neutral,government policy,"australia’s post-pandemic surge net overseas migration temporary, federal budget predicts"
‘Putting their lives on hold’: Australian families kept apart as wait times for partner visas blow out ,2023-04-23T15:00:42Z,0.0,neutral,family visa,‘putting lives hold’: australian families kept apart wait times partner visas blow
‘Putting their lives on hold’: Australian families kept apart as wait times for partner visas blow out ,2023-04-23T15:00:42Z,0.0,neutral,family visa,‘putting lives hold’: australian families kept apart wait times partner visas blow
Labor’s refusal to grant visa to people smuggler challenged in high court,2022-08-09T05:02:38Z,-0.25,negative,government policy,labor’s refusal grant visa people smuggler challenged high court
Labor’s refusal to grant visa to people smuggler challenged in high court,2022-08-09T05:02:38Z,-0.25,negative,controversies,labor’s refusal grant visa people smuggler challenged high court
Labor’s refusal to grant visa to people smuggler challenged in high court,2022-08-09T05:02:38Z,-0.25,negative,high court,labor’s refusal grant visa people smuggler challenged high court
Sorrow turns to anger over ‘disgusting’ Australian visa cancellation for New Zealand-born father,2022-09-18T17:30:20Z,-0.7964,negative,visa application cancellation,sorrow turns anger ‘disgusting’ australian visa cancellation new zealand-born father
Sorrow turns to anger over ‘disgusting’ Australian visa cancellation for New Zealand-born father,2022-09-18T17:30:20Z,-0.7964,negative,new zealand,sorrow turns anger ‘disgusting’ australian visa cancellation new zealand-born father
Reports EU set to suspend visa travel agreement with Russia – as it happened,2022-08-28T19:23:47Z,0.2263,negative,international relations,reports eu set suspend visa travel agreement russia – happened
Reports EU set to suspend visa travel agreement with Russia – as it happened,2022-08-28T19:23:47Z,0.2263,negative,visa-related,reports eu set suspend visa travel agreement russia – happened
"Morning mail: visa backlog’s human impact, Putin’s army plan, Dutton denounces ‘witch-hunt’",2022-08-25T20:50:18Z,-0.4404,negative,visa processing,"morning mail: visa backlog’s human impact, putin’s army plan, dutton denounces ‘witch-hunt’"
Dutton readies budget reply as Chalmers links migration cut to inflation fight ,2024-05-15T15:00:43Z,-0.5719,negative,key individuals,dutton readies budget reply chalmers links migration cut inflation fight
Dutton readies budget reply as Chalmers links migration cut to inflation fight ,2024-05-15T15:00:43Z,-0.5719,negative,migration policy,dutton readies budget reply chalmers links migration cut inflation fight
Dutton readies budget reply as Chalmers links migration cut to inflation fight ,2024-05-15T15:00:43Z,-0.5719,negative,economy,dutton readies budget reply chalmers links migration cut inflation fight
‘I can never feel settled’: wait time for key Australian work visa more than doubles,2022-09-29T17:30:17Z,0.0,neutral,work visa,‘i feel settled’: wait time key australian work visa doubles
"Morning mail: Afghan refugee visa limbo, Turnbull backs voice, Olivia Newton-John’s best",2022-08-14T21:00:42Z,0.6124,neutral,controversies,"morning mail: afghan refugee visa limbo, turnbull backs voice, olivia newton-john’s best"
"Coalition to campaign on balancing housing construction and migration, says Andrew Bragg",2024-04-30T08:01:19Z,0.0,neutral,key individuals,"coalition campaign balancing housing construction migration, says andrew bragg"
Australian visa backlog keeping engineers out of country amid skills shortage,2022-06-09T17:30:37Z,-0.25,negative,visa processing,australian visa backlog keeping engineers country amid skills shortage
Australian visa backlog keeping engineers out of country amid skills shortage,2022-06-09T17:30:37Z,-0.25,negative,employment,australian visa backlog keeping engineers country amid skills shortage
Former Sri Lanka president Gotabaya Rajapaksa turns up in Thailand after Singapore visa expires,2022-08-11T23:19:07Z,0.0,neutral,key individuals,sri lanka president gotabaya rajapaksa turns thailand singapore visa expires
Former Sri Lanka president Gotabaya Rajapaksa turns up in Thailand after Singapore visa expires,2022-08-11T23:19:07Z,0.0,neutral,visitovisa application,sri lanka president gotabaya rajapaksa turns thailand singapore visa expires
From working holidaymakers to family reunion – five key changes to Australian migration,2023-04-27T02:31:40Z,0.0,neutral,family visa,working holidaymakers family reunion – key changes australian migration
From working holidaymakers to family reunion – five key changes to Australian migration,2023-04-27T02:31:40Z,0.0,neutral,migration policy,working holidaymakers family reunion – key changes australian migration
From working holidaymakers to family reunion – five key changes to Australian migration,2023-04-27T02:31:40Z,0.0,neutral,migration policy,working holidaymakers family reunion – key changes australian migration
Afghan nationals in Australia fear for loved ones in grim wait for split-family visas,2022-12-05T14:00:43Z,-0.4588,negative,refugee visa,afghan nationals australia fear loved ones grim wait split-family visas
Afghan nationals in Australia fear for loved ones in grim wait for split-family visas,2022-12-05T14:00:43Z,-0.4588,negative,family visa,afghan nationals australia fear loved ones grim wait split-family visas
Man who had Australian visa cancelled challenges government’s ability to keep evidence secret,2022-06-07T08:47:16Z,0.1531,negative,visa application,man australian visa cancelled challenges government’s ability evidence secret
Man who had Australian visa cancelled challenges government’s ability to keep evidence secret,2022-06-07T08:47:16Z,0.1531,negative,government policy,man australian visa cancelled challenges government’s ability evidence secret
Australian teen strip-searched and held in US jail for 10 days after being denied common visa waiver,2022-09-04T17:30:04Z,-0.4404,negative,key events,australian teen strip-searched held jail 10 days denied common visa waiver
Australian teen strip-searched and held in US jail for 10 days after being denied common visa waiver,2022-09-04T17:30:04Z,-0.4404,negative,visa-related,australian teen strip-searched held jail 10 days denied common visa waiver
"Visa application backlog risks causing ‘human misery and economic carnage’ due to understaffing, says Labor MP",2022-07-20T17:30:26Z,-0.7003,negative,visa processing,"visa application backlog risks causing ‘human misery economic carnage’ understaffing, says labor mp"
"Visa application backlog risks causing ‘human misery and economic carnage’ due to understaffing, says Labor MP",2022-07-20T17:30:26Z,-0.7003,negative,controversies,"visa application backlog risks causing ‘human misery economic carnage’ understaffing, says labor mp"
"Visa application backlog risks causing ‘human misery and economic carnage’ due to understaffing, says Labor MP",2022-07-20T17:30:26Z,-0.7003,negative,economy,"visa application backlog risks causing ‘human misery economic carnage’ understaffing, says labor mp"
"Visa application backlog risks causing ‘human misery and economic carnage’ due to understaffing, says Labor MP",2022-07-20T17:30:26Z,-0.7003,negative,government policy,"visa application backlog risks causing ‘human misery economic carnage’ understaffing, says labor mp"
Labor defends agricultural visa scheme as farmers brace for minimum wage rise,2022-04-26T17:30:05Z,0.0,neutral,agriculture visa,labor defends agricultural visa scheme farmers brace minimum wage rise
Labor defends agricultural visa scheme as farmers brace for minimum wage rise,2022-04-26T17:30:05Z,0.0,neutral,work visa,labor defends agricultural visa scheme farmers brace minimum wage rise
Labor defends agricultural visa scheme as farmers brace for minimum wage rise,2022-04-26T17:30:05Z,0.0,neutral,economy,labor defends agricultural visa scheme farmers brace minimum wage rise
Monday briefing: Novak Djokovic in visa court victory,2022-01-10T06:33:25Z,0.0,neutral,key individuals,monday briefing: novak djokovic visa court victory
Monday briefing: Novak Djokovic in visa court victory,2022-01-10T06:33:25Z,0.0,neutral,visa application,monday briefing: novak djokovic visa court victory
Murugappan family to return to Biloela on bridging visas,2022-05-27T05:36:07Z,0.0,neutral,key individuals,murugappan family return biloela bridging visas
Novak Djokovic leaves Australia after court upholds visa cancellation,2022-01-16T11:46:34Z,0.0,neutral,key individuals,novak djokovic leaves australia court upholds visa cancellation
Novak Djokovic leaves Australia after court upholds visa cancellation,2022-01-16T11:46:34Z,0.0,neutral,visa application,novak djokovic leaves australia court upholds visa cancellation
"Australia’s ‘broken’ migration system leaves 1.8m workers ‘permanently temporary’, review finds",2023-04-26T15:00:05Z,0.0,neutral,migration policy,"australia’s ‘broken’ migration leaves 1.8m workers ‘permanently temporary’, review finds"
"Australia’s ‘broken’ migration system leaves 1.8m workers ‘permanently temporary’, review finds",2023-04-26T15:00:05Z,0.0,neutral,employment,"australia’s ‘broken’ migration leaves 1.8m workers ‘permanently temporary’, review finds"
"Australia’s ‘broken’ migration system leaves 1.8m workers ‘permanently temporary’, review finds",2023-04-26T15:00:05Z,0.0,neutral,migration policy,"australia’s ‘broken’ migration leaves 1.8m workers ‘permanently temporary’, review finds"
Novak Djokovic: Australia sparks diplomatic row with visa cancellation,2022-01-06T02:35:01Z,0.0,neutral,key individuals,novak djokovic: australia sparks diplomatic row visa cancellation
Novak Djokovic: Australia sparks diplomatic row with visa cancellation,2022-01-06T02:35:01Z,0.0,neutral,international relations,novak djokovic: australia sparks diplomatic row visa cancellation
Novak Djokovic: Australia sparks diplomatic row with visa cancellation,2022-01-06T02:35:01Z,0.0,neutral,visa cancellation,novak djokovic: australia sparks diplomatic row visa cancellation
